customer_id,age,gender,city,branch,employment_type,annual_income,loan_type,loan_amount,loan_tenure_months,interest_rate,monthly_emi,credit_score,loan_purpose,loan_status,application_date,debt_to_income
PKB10304,39.0,Male,Rawalpindi,Bahria Town,Salaried,47000.0,Personal Loan,1060000.0,120,9.02,13439.0,578.0,Business Expansion,Closed,2022-10-06 14:08:51.664580,3.431
PKB10305,63.0,Male,faisalabad,Canal Road,Business Owner,129000.0,Education Loan,350000.0,84,13.47,6457.0,598.0,Vehicle Purchase,Approved,2022-11-21 21:39:25.456821,0.601
PKB10306,60.0,Male,Hyderabad,Latifabad,Self-Employed,204000.0,Education Loan,430000.0,48,21.72,13482.0,510.0,Vehicle Purchase,Rejected,2021-12-10 08:30:02.252816,0.793
PKB10307,38.0,Male,Islamabad,I-8,Salaried,82000.0,Personal Loan,2060000.0,60,14.18,48125.0,548.0,Business Expansion,Defaulted,2021-03-23 10:43:24.255319,7.043
PKB10308,35.0,Male,Lahore,Model Town,Self-Employed,183000.0,Personal Loan,630000.0,60,15.28,15080.0,636.0,Education,Approved,2023-02-01 18:24:46.858573,0.989
PKB10309,52.0,Male,Multan,Husain Agahi,Salaried,118000.0,Personal Loan,900000.0,120,20.78,17861.0,734.0,Travel,Defaulted,2023-07-22 15:29:57.747183,1.816
PKB10310,45.0,Male,LAHORE,Gulberg,Government,64000.0,Education Loan,1530000.0,24,18.18%,76517.0,650.0,Business Expansion,Approved,2023-09-08 13:20:12.015018,14.347
PKB10311,56.0,Female,Lahore,Johar Town,Government,88000.0,Personal Loan,1010000.0,24,16.36,49627.0,615.0,Vehicle Purchase,Rejected,2023-12-10 04:21:19.599499,6.767
PKB10312,55.0,Male,Karachi,Clifton,Salaried,79000.0,Home Loan,1070000.0,12,19.27,98745.0,541.0,Education,Closed,2024-04-07 22:56:55.269086,14.999
PKB10313,24.0,Male,Karachi,DHA,Self-Employed,94000.0,Home Loan,1360000.0,48,20.17,41509.0,724.0,Vehicle Purchase,Approved,2022-07-07 13:27:24.555694,5.299
PKB10314,58.0,Male,Hyderabad,Qasimabad,Business Owner,108000.0,Auto Loan,170000.0,48,14.67,,,Education,Approved,2024-05-21 01:48:08.110137,0.523
PKB10315,64.0,Male,Peshawar,Saddar,Freelancer,140000.0,Personal Loan,520000.0,60,14.91,12346.0,552.0,Education,Approved,2023-06-30 06:54:31.088861,1.058
PKB10316,61.0,Male,Faisalabad,Clock Tower,Self-Employed,134000.0,Personal Loan,1010000.0,12,13.71,90547.0,705.0,Electronics,Closed,2023-12-13 09:00:40.550688,8.109
PKB10317,47.0,Male,Lahore,Gulberg,Freelancer,23000.0,Education Loan,1930000.0,84,21.55,44677.0,673.0,Business Expansion,Approved,2023-12-29 08:17:25.306633,23.31
PKB10318,44.0,Male,Karachi,Clifton,Self-Employed,93000.0,Education Loan,760000.0,48,17.91,22289.0,542.0,Business Expansion,Approved,2023-06-03 03:20:03.003754,2.876
PKB10319,60.0,Female,Karachi,Gulshan,Salaried,40000.0,Business Loan,400000.0,12,9.62,35096.0,,Business Expansion,Rejected,2021-10-10 16:02:24.180225,10.529
PKB10320,36.0,Female,Lahore,DHA,Business Owner,84000.0,Personal Loan,410000.0,12,20.15,38010.0,573.0,Education,Rejected,2022-07-17 03:25:27.409261,5.43
PKB10321,25.0,Female,Islamabad,F-10,Self-Employed,92000.0,Home Loan,1350000.0,120,14.99,21772.0,870.0,Education,Approved,2022-09-19 00:32:26.433041,2.84
PKB10322,50.0,Female,Faisalabad,Peoples Colony,Self-Employed,177000.0,Auto Loan,630000.0,60,9.43,13210.0,670.0,Vehicle Purchase,Approved,2024-03-24 13:59:50.988735,0.896
PKB10323,43.0,Female,Faisalabad,Clock Tower,Self-Employed,97000.0,Personal Loan,730000.0,12,15.92,66206.0,637.0,Medical,Approved,2021-11-10 00:16:13.216520,8.19
PKB10324,46.0,Male,Lahore,DHA,Business Owner,115000.0,Education Loan,1120000.0,24,14.13,53843.0,664.0,Business Expansion,Rejected,2022-11-26 16:38:26.883604,5.618
PKB10325,34.0,Female,Sialkot,Kashmir Road,Business Owner,159000.0,Auto Loan,100000.0,24,20.35,5107.0,751.0,Electronics,Approved,2023-03-26 11:14:02.553191,0.385
PKB10326,39.0,Male,Multan,Cantt,Self-Employed,206000.0,Personal Loan,2960000.0,36,11.25,97257.0,612.0,Wedding,Approved,2021-01-10 13:58:02.853566,5.665
PKB10327,54.0,Female,Islamabad,F-10,Salaried,92000.0,Education Loan,440000.0,60,19.66,11574.0,563.0,Vehicle Purchase,Defaulted,2023-08-29 23:22:09.161451,1.51
PKB10328,37.0,Female,Rawalpindi,Satellite Town,Self-Employed,104000.0,Education Loan,860000.0,120,16.03,14422.0,700.0,Vehicle Purchase,Defaulted,2022-07-28 07:43:10.738423,1.664
PKB10329,63.0,Male,Lahore,Model Town,Self-Employed,99000.0,Personal Loan,220000.0,84,9.24,3566.0,603.0,Home Renovation,Rejected,2021-05-13 13:12:59.474342,0.432
PKB10330,23.0,Male,Karachi,Gulshan,Salaried,,Home Loan,540000.0,36,21.62,20517.0,518.0,Business Expansion,Approved,2022-02-18 14:55:43.178973,3.468
PKB10331,56.0,Male,lahore,Model Town,Government,62000.0,Home Loan,1740000.0,24,15.42,84714.0,499.0,Travel,Defaulted,2021-03-05 21:06:59.023779,16.396
PKB10332,63.0,Female,Multan,Cantt,Self-Employed,25000.0,Home Loan,190000.0,120,12.43,2773.0,765.0,Vehicle Purchase,Approved,2024-06-28 09:40:19.524405,1.331
PKB10333,55.0,Female,Karachi,Saddar,Salaried,52000.0,Personal Loan,1600000.0,36,14.84,55339.0,632.0,Home Renovation,Rejected,2024-02-15 06:07:39.574468,12.771
PKB10334,51.0,Female,Karachi,DHA,Salaried,34000.0,Auto Loan,600000.0,60,20.08,15923.0,563.0,Wedding,Rejected,2024-01-28 16:31:14.342928,5.62
PKB10335,34.0,Male,Karachi,Gulshan,Salaried,210000.0,Education Loan,1030000.0,120,12.62,15149.0,597.0,Electronics,Rejected,2023-06-20 16:56:28.235294,0.866
PKB10336,34.0,Female,Karachi,Saddar,Freelancer,111000.0,Home Loan,1160000.0,60,11.1,25279.0,696.0,Wedding,Closed,2021-02-13 02:51:12.841051,2.733
PKB10337,39.0,Male,Peshawar,Hayatabad,Salaried,92000.0,Personal Loan,990000.0,12,10.24,87147.0,592.0,Travel,Approved,2022-01-01 17:05:28.911138,11.367
PKB10338,53.0,Female,Faisalabad,Clock Tower,Salaried,64000.0,Auto Loan,400000.0,48,12.52,10636.0,482.0,Business Expansion,Defaulted,2023-10-02 12:15:19.148936,1.994
PKB10339,53.0,Male,islamabad,F-10,Self-Employed,100000.0,Home Loan,570000.0,12,19.03,52537.0,650.0,Education,Approved,2023-12-08 14:01:39.123904,6.304
PKB10340,56.0,Male,Karachi,Saddar,Salaried,59000.0,Business Loan,260000.0,60,14.87,6168.0,734.0,Home Renovation,Closed,2021-10-20 06:00:27.033792,1.255
PKB10341,60.0,Male,Islamabad,G-9,Salaried,110000.0,Home Loan,1030000.0,120,11.57,14523.0,728.0,Education,Approved,2021-01-20 03:56:05.707133,1.584
PKB10342,50.0,Female,Islamabad,Blue Area,Salaried,114000.0,Personal Loan,2400000.0,24,10.74,111569.0,566.0,Wedding,Approved,2022-01-16 02:02:33.191489,11.744
PKB10343,50.0,Female,Karachi,DHA,Self-Employed,59000.0,Personal Loan,200000.0,84,12.99,3637.0,740.0,Wedding,Approved,2023-07-24 05:49:38.222778,0.74
PKB10344,37.0,Male,Lahore,DHA,Self-Employed,58000.0,Business Loan,430000.0,24,21.19,22136.0,640.0,Medical,Approved,2023-01-19 23:47:23.053817,4.58
PKB10345,31.0,Male,Lahore,Johar Town,Salaried,176000.0,Personal Loan,640000.0,120,13.13,9605.0,737.0,Medical,Approved,2021-01-02 14:19:40.475594,0.655
PKB10346,51.0,Female,Rawalpindi,Saddar,Self-Employed,96000.0,Business Loan,820000.0,12,21.84,76684.0,674.0,Electronics,Rejected,2021-02-11 12:31:32.365456,9.586
PKB10347,46.0,Male,RAWALPINDI,Saddar,Freelancer,62000.0,Personal Loan,1350000.0,84,15.05,26089.0,475.0,Travel,Rejected,2022-03-17 18:30:11.264080,5.049
PKB10348,60.0,Male,Karachi,Clifton,Salaried,79000.0,Home Loan,660000.0,120,10.92,9062.0,785.0,Medical,Approved,2023-02-20 22:20:52.565707,1.377
PKB10349,41.0,Male,Lahore,Model Town,Salaried,54000.0,Home Loan,580000.0,60,20.53,15538.0,624.0,Medical,Approved,2021-01-28 03:34:28.085106,3.453
PKB10350,26.0,Male,Rawalpindi,Saddar,Salaried,95000.0,Education Loan,1580000.0,24,14.71,76391.0,674.0,Travel,Defaulted,2023-02-28 21:59:14.943679,9.649
PKB10351,22.0,Female,Islamabad,Blue Area,Self-Employed,163000.0,Education Loan,1160000.0,60,18.08,29507.0,492.0,Vehicle Purchase,Defaulted,2023-05-03 19:06:13.967459,2.172
PKB10352,51.0,Female,Peshawar,University Town,Government,97000.0,Personal Loan,1060000.0,84,21.78,24688.0,668.0,Medical,Rejected,2022-05-28 15:15:32.665832,3.054
PKB10353,24.0,Male,Faisalabad,Clock Tower,Salaried,408000.0,Home Loan,790000.0,84,9.18,12783.0,724.0,Vehicle Purchase,Approved,2023-09-24 12:36:56.770963,0.376
PKB10354,35.0,Male,Karachi,DHA,Government,127000.0,Personal Loan,1450000.0,24,9.81,66783.0,803.0,Vehicle Purchase,Approved,2022-12-31 19:51:17.346683,6.31
PKB10355,51.0,Female,Karachi,Clifton,Salaried,113000.0,Home Loan,460000.0,60,18.23,11739.0,753.0,Business Expansion,Approved,2024-04-09 13:16:35.744680,1.247
PKB10356,25.0,Male,Rawalpindi,Saddar,Self-Employed,57000.0,Home Loan,420000.0,36,12.3,14010.0,672.0,Vehicle Purchase,Approved,2022-07-01 04:08:42.653316,2.949
PKB10357,,Female,Karachi,Clifton,Government,86000.0,Education Loan,1230000.0,60,10.99%,26737.0,473.0,Vehicle Purchase,Defaulted,2024-05-30 15:46:10.963704,3.731
PKB10358,58.0,Male,Rawalpindi,Satellite Town,Salaried,62000.0,Education Loan,230000.0,84,9.03,3704.0,632.0,Medical,Closed,2023-06-23 21:35:49.186483,0.717
PKB10359,46.0,Male,Sialkot,Cantt,Self-Employed,27000.0,Home Loan,780000.0,60,8.79,16112.0,563.0,Vehicle Purchase,Rejected,2023-04-11 10:30:47.309136,7.161
PKB10360,22.0,Female,Rawalpindi,Satellite Town,Salaried,177000.0,Home Loan,580000.0,120,18.96,10812.0,642.0,Education,Approved,2024-01-27 02:11:33.867334,0.733
PKB10361,,Female,Lahore,Johar Town,Government,73000.0,Business Loan,270000.0,12,10.31,23776.0,504.0,Travel,Approved,2022-04-05 22:26:16.971214,3.908
PKB10362,30.0,Male,Rawalpindi,Satellite Town,Salaried,63000.0,Business Loan,380000.0,36,14.81,13137.0,600.0,Medical,Approved,2022-12-15 20:34:32.590738,2.502
PKB10363,36.0,Female,Islamabad,Blue Area,Business Owner,112000.0,Personal Loan,680000.0,48,16.68,19509.0,570.0,Travel,Rejected,2023-08-12 09:45:43.929912,2.09
PKB10364,45.0,Male,Islamabad,I-8,Salaried,134000.0,Home Loan,1500000.0,120,14.28,23543.0,567.0,Home Renovation,Approved,2021-09-16 17:07:17.046307,2.108
PKB10365,25.0,Male,Sialkot,Kashmir Road,Business Owner,81000.0,Home Loan,460000.0,12,8.87,40200.0,568.0,Medical,Closed,2021-06-16 02:06:09.461827,5.956
PKB10366,33.0,Female,Lahore,DHA,Salaried,99000.0,Personal Loan,1710000.0,48,19.08,51201.0,607.0,Vehicle Purchase,Approved,2023-12-30 22:37:05.782227,6.206
PKB10367,58.0,Female,Hyderabad,Qasimabad,Government,154000.0,Personal Loan,760000.0,24,8.64,34595.0,647.0,Education,Closed,2022-10-24 03:45:16.896120,2.696
PKB10368,58.0,Female,Quetta,Jinnah Road,Salaried,80000.0,Personal Loan,1830000.0,48,18.79,54515.0,382.0,Travel,Defaulted,2021-08-23 18:12:09.912390,8.177
PKB10369,64.0,Male,Karachi,Clifton,Business Owner,118000.0,Auto Loan,480000.0,120,20.56,9455.0,394.0,Medical,Defaulted,2022-09-27 00:10:48.811013,0.962
PKB10370,27.0,Male,Karachi,Clifton,Salaried,36000.0,Personal Loan,700000.0,60,14.34,16411.0,587.0,Education,Rejected,2021-10-29 19:58:29.887359,5.47
PKB10371,60.0,Male,Karachi,DHA,Salaried,47000.0,Personal Loan,940000.0,120,15.73,15588.0,601.0,Travel,Rejected,2022-05-14 06:18:28.385481,3.98
PKB10372,45.0,Male,Karachi,DHA,Self-Employed,142000.0,Personal Loan,640000.0,48,14.94,17792.0,637.0,Home Renovation,Rejected,2023-01-18 09:27:42.578222,1.504
PKB10373,32.0,Female,Karachi,DHA,Salaried,45000.0,Business Loan,1420000.0,84,13.75%,26415.0,550.0,Wedding,Rejected,2021-06-04 21:48:26.132665,7.044
PKB10374,34.0,Male,FAISALABAD,Canal Road,Salaried,114000.0,Business Loan,160000.0,12,20.48,14858.0,620.0,Electronics,Rejected,2021-02-05 03:12:50.463078,1.564
PKB10375,55.0,Female,Karachi,Clifton,Freelancer,90000.0,Home Loan,3980000.0,12,20.57%,369772.0,632.0,Electronics,Closed,2023-07-29 00:48:39.649561,49.303
PKB10376,46.0,Male,Lahore,Gulberg,Freelancer,79000.0,Home Loan,1330000.0,48,13.03,35700.0,550.0,Home Renovation,Defaulted,2021-11-30 18:31:59.399249,5.423
PKB10377,28.0,Male,Peshawar,University Town,Salaried,60000.0,Education Loan,650000.0,12,16.8,59221.0,716.0,Wedding,Defaulted,2024-01-23 21:32:12.916145,11.844
PKB10378,25.0,Male,Karachi,Clifton,Freelancer,170000.0,Personal Loan,500000.0,84,21.01,11409.0,636.0,Business Expansion,Defaulted,2021-03-18 15:44:22.828535,0.805
PKB10379,29.0,Male,Peshawar,Hayatabad,Self-Employed,279000.0,Personal Loan,400000.0,120,21.49,8129.0,671.0,Wedding,Approved,2023-09-19 17:37:55.344180,0.35
PKB10380,41.0,Male,Lahore,DHA,Salaried,118000.0,Personal Loan,1150000.0,12,15.37,103998.0,626.0,Business Expansion,Approved,2021-04-27 13:56:14.718397,10.576
PKB10381,50.0,Female,Karachi,DHA,Government,120000.0,Personal Loan,1460000.0,48,14.61,40345.0,819.0,Medical,Approved,2021-10-31 10:18:10.362953,4.035
PKB10382,31.0,Male,Faisalabad,Peoples Colony,Government,66000.0,Home Loan,650000.0,36,12.26,21670.0,676.0,Business Expansion,Approved,2024-06-06 01:04:52.866082,3.94
PKB10383,64.0,Female,rawalpindi,Bahria Town,Freelancer,48000.0,Education Loan,1580000.0,36,21.44,59884.0,573.0,Electronics,Defaulted,2021-10-13 20:41:45.131414,14.971
PKB10384,55.0,Male,Quetta,Jinnah Road,Salaried,96000.0,Auto Loan,390000.0,24,10.43,18074.0,697.0,Electronics,Approved,2022-08-06 21:41:13.591989,2.259
PKB10385,47.0,Female,Multan,Gulgasht,Government,55000.0,Home Loan,340000.0,12,16.33,30902.0,464.0,Education,Rejected,2023-03-29 15:53:23.504380,6.742
PKB10386,62.0,Male,Peshawar,Saddar,Salaried,34000.0,Education Loan,2600000.0,120,12.31,37770.0,631.0,Business Expansion,Approved,2022-08-03 17:01:52.640801,13.331
PKB10387,24.0,Female,Lahore,DHA,Salaried,,Personal Loan,1100000.0,48,12.27,29113.0,650.0,Education,Approved,2021-07-16 10:19:58.498122,2.183
PKB10388,27.0,Male,Karachi,Gulshan,Salaried,165000.0,Personal Loan,1940000.0,12,13.97,174160.0,632.0,Electronics,Rejected,2023-12-18 03:59:41.977471,12.666
PKB10389,26.0,Female,Multan,Cantt,Freelancer,59000.0,Auto Loan,400000.0,60,21.98,11043.0,588.0,Travel,Defaulted,2023-10-20 01:51:44.380475,2.246
PKB10390,26.0,Female,Peshawar,Hayatabad,Business Owner,114000.0,Auto Loan,380000.0,84,9.24,6160.0,523.0,Travel,Approved,2023-12-24 13:18:23.879849,0.648
PKB10391,44.0,Male,Hyderabad,Latifabad,Government,180000.0,Personal Loan,570000.0,12,16.31,51800.0,545.0,Wedding,Rejected,2021-11-27 13:52:38.448060,3.453
PKB10392,30.0,Male,Lahore,DHA,Self-Employed,112000.0,Home Loan,410000.0,12,9.61,35971.0,629.0,Wedding,Rejected,2022-08-14 21:19:35.969962,3.854
PKB10393,56.0,Male,Lahore,Gulberg,Salaried,48000.0,Auto Loan,1200000.0,36,10.59,39054.0,514.0,Wedding,Approved,2022-12-20 15:33:34.017521,9.764
PKB10394,41.0,Female,Multan,Cantt,Salaried,86000.0,Auto Loan,430000.0,84,14.43,8161.0,788.0,Business Expansion,Approved,2022-03-12 23:31:09.837296,1.139
PKB10395,63.0,Male,lahore,Model Town,Salaried,219000.0,Auto Loan,320000.0,48,15.39,8969.0,369.0,Wedding,Closed,2023-01-29 13:45:25.907384,0.491
PKB10396,,Male,Sialkot,Cantt,Salaried,114000.0,Home Loan,810000.0,12,11.99,71964.0,589.0,Business Expansion,Rejected,2022-09-14 05:33:25.006257,7.575
PKB10397,39.0,Male,Peshawar,University Town,Government,,Personal Loan,300000.0,36,12.77,10075.0,630.0,Business Expansion,Approved,2021-11-24 09:13:17.496871,0.889
PKB10398,38.0,Male,Lahore,Johar Town,Self-Employed,121000.0,Home Loan,210000.0,24,9.67,9658.0,668.0,Vehicle Purchase,Approved,2021-10-17 01:21:06.082603,0.958
PKB10399,45.0,Female,Multan,Gulgasht,Salaried,59000.0,Personal Loan,800000.0,84,12.59,14376.0,532.0,Vehicle Purchase,Defaulted,2024-05-05 02:31:23.354192,2.924
PKB10400,24.0,Male,MULTAN,Cantt,Salaried,68000.0,Education Loan,210000.0,36,21.55,7971.0,727.0,Business Expansion,Approved,2021-05-31 02:49:24.705882,1.407
PKB10401,53.0,Female,Karachi,DHA,Salaried,121000.0,Home Loan,1260000.0,36,21.25,47632.0,487.0,Travel,Rejected,2022-03-08 04:32:08.410513,4.724
PKB10402,56.0,Female,Quetta,Airport Road,Self-Employed,161000.0,Home Loan,270000.0,120,13.02,4035.0,566.0,Education,Approved,2021-02-06 17:32:30.938673,0.301
PKB10403,59.0,Male,Islamabad,I-8,Freelancer,191000.0,Business Loan,150000.0,36,16.21,5289.0,678.0,Electronics,Defaulted,2024-02-12 01:28:18.623279,0.332
PKB10404,34.0,Female,Peshawar,Hayatabad,Government,,Home Loan,590000.0,120,20.78,11709.0,718.0,Electronics,Approved,2022-12-30 05:31:36.871088,2.381
PKB10405,46.0,Male,Lahore,Gulberg,Business Owner,128000.0,Home Loan,810000.0,12,8.58%,70678.0,486.0,Medical,Rejected,2024-05-16 06:49:06.683354,6.626
PKB10406,30.0,Male,Quetta,Satellite Town,Self-Employed,201000.0,Business Loan,1030000.0,12,19.44,95138.0,871.0,Home Renovation,Approved,2023-02-24 03:00:13.516896,5.68
PKB10407,25.0,Male,Lahore,DHA,Salaried,55000.0,Business Loan,820000.0,24,21.3,42257.0,534.0,Vehicle Purchase,Rejected,2021-12-24 17:27:06.533166,9.22
PKB10408,35.0,Female,Karachi,Gulshan,Salaried,241000.0,Auto Loan,350000.0,60,9.73,7390.0,495.0,Business Expansion,Defaulted,2021-07-27 14:37:41.827284,0.368
PKB10409,58.0,Male,Quetta,Jinnah Road,Business Owner,264000.0,Personal Loan,1200000.0,60,10.68,25900.0,667.0,Home Renovation,Closed,2022-02-23 09:54:44.605757,1.177
PKB10410,55.0,Male,Karachi,Clifton,Government,477000.0,Auto Loan,1430000.0,60,21.47,,586.0,Vehicle Purchase,Rejected,2022-03-27 08:28:14.117647,0.983
PKB10411,32.0,Male,Lahore,Model Town,Salaried,113000.0,Business Loan,310000.0,120,15.76,5147.0,572.0,Medical,Defaulted,2024-05-09 21:30:24.780976,0.547
PKB10412,62.0,Male,Sialkot,Kashmir Road,Self-Employed,114000.0,Personal Loan,640000.0,84,8.69,10197.0,676.0,Electronics,Defaulted,2024-04-12 17:55:56.695869,1.073
PKB10413,24.0,Female,Sialkot,Cantt,Self-Employed,162000.0,Personal Loan,600000.0,84,11.98,10585.0,474.0,Education,Closed,2023-03-24 20:54:22.077596,0.784
PKB10414,49.0,Male,Rawalpindi,Satellite Town,Government,,Business Loan,850000.0,24,14.57,41040.0,458.0,Business Expansion,Rejected,2022-01-22 11:21:15.093867,3.097
PKB10415,50.0,Female,Rawalpindi,Satellite Town,Freelancer,194000.0,Personal Loan,630000.0,84,17.85,13186.0,563.0,Medical,Rejected,2022-06-29 13:49:02.177722,0.816
PKB10416,30.0,Male,Lahore,DHA,Self-Employed,158000.0,Business Loan,700000.0,60,18.4,17928.0,722.0,Electronics,Approved,2023-04-19 10:09:09.687108,1.362
PKB10417,24.0,Female,Lahore,Gulberg,Self-Employed,93000.0,Home Loan,1140000.0,60,21.94,31447.0,567.0,Travel,Defaulted,2023-04-29 00:07:12.540675,4.058
PKB10418,46.0,Male,Lahore,Model Town,Salaried,205000.0,Home Loan,330000.0,36,12.38,11021.0,771.0,Vehicle Purchase,Approved,2021-01-08 23:38:22.377972,0.645
PKB10419,55.0,Male,Faisalabad,Peoples Colony,Salaried,52000.0,Personal Loan,1220000.0,84,15.77,24072.0,734.0,Business Expansion,Approved,2022-12-07 20:56:10.212765,5.555
PKB10420,33.0,Male,Multan,Cantt,Salaried,99000.0,Business Loan,1620000.0,12,15.7,146754.0,646.0,Home Renovation,Approved,2022-12-14 06:14:52.115143,17.788
PKB10421,63.0,Female,Multan,Cantt,Salaried,252000.0,Home Loan,2290000.0,12,13.98,205591.0,652.0,Travel,Approved,2024-04-23 22:13:40.025031,9.79
PKB10422,30.0,Male,Multan,Cantt,Government,47000.0,Home Loan,160000.0,36,10.78,5222.0,646.0,Electronics,Rejected,2023-05-27 18:01:21.101376,1.333
PKB10423,36.0,Female,Karachi,Clifton,Government,66000.0,Auto Loan,640000.0,36,21.7,24343.0,635.0,Travel,Defaulted,2022-04-28 07:01:43.629536,4.426
PKB10424,61.0,Female,Islamabad,F-10,Salaried,148000.0,Auto Loan,180000.0,36,20.02,6691.0,585.0,Wedding,Rejected,2023-06-25 11:55:29.662077,0.543
PKB10425,46.0,Male,Karachi,DHA,Business Owner,125000.0,Education Loan,130000.0,12,15.23,11748.0,596.0,Education,Defaulted,2021-01-31 08:13:49.036295,1.128
PKB10426,26.0,Male,Islamabad,G-9,Salaried,58000.0,Home Loan,810000.0,60,16.64,19974.0,518.0,Electronics,Rejected,2024-01-31 21:10:35.294117,4.133
PKB10427,32.0,Male,Lahore,Model Town,Salaried,,Home Loan,550000.0,36,11.57,18155.0,410.0,Travel,Rejected,2021-12-07 03:50:41.301627,2.829
PKB10428,55.0,Male,Quetta,Satellite Town,Salaried,49000.0,Education Loan,900000.0,24,15.84,43998.0,724.0,Vehicle Purchase,Approved,2024-04-04 18:17:34.317897,10.775
PKB10429,45.0,Female,Lahore,DHA,Salaried,178000.0,Auto Loan,1030000.0,120,17.88,18480.0,634.0,Education,Approved,2023-11-24 05:04:34.843554,1.246
PKB10430,36.0,Female,Karachi,Saddar,Salaried,85000.0,Personal Loan,1750000.0,36,15.45,61051.0,620.0,Business Expansion,Rejected,2021-10-02 16:24:01.802252,8.619
PKB10431,59.0,Female,Karachi,Gulshan,Self-Employed,289000.0,Personal Loan,760000.0,120,21.87,15642.0,657.0,Wedding,Rejected,2021-11-25 23:32:57.972465,0.649
PKB10432,29.0,Male,multan,Cantt,Self-Employed,104000.0,Business Loan,5650000.0,48,16.75,162301.0,541.0,Electronics,Rejected,2024-05-11 11:50:05.256570,18.727
PKB10433,26.0,Male,Rawalpindi,Satellite Town,Freelancer,87000.0,Home Loan,900000.0,36,13.51,30546.0,524.0,Medical,Defaulted,2021-04-24 09:16:53.767209,4.213
PKB10434,47.0,Male,Karachi,Saddar,Salaried,82000.0,Auto Loan,2650000.0,12,18.92,244114.0,593.0,Education,Rejected,2022-05-03 02:00:45.056320,35.724
PKB10435,39.0,Female,karachi,Clifton,Salaried,85000.0,Home Loan,140000.0,84,10.8,2382.0,749.0,Home Renovation,Approved,2022-05-07 20:59:46.483103,0.336
PKB10436,27.0,Male,Faisalabad,Clock Tower,Salaried,106000.0,Personal Loan,1880000.0,36,13.69,63971.0,508.0,Vehicle Purchase,Approved,2023-09-22 22:17:16.295369,7.242
PKB10437,58.0,Female,karachi,Saddar,Government,446000.0,Auto Loan,640000.0,84,13.18,11706.0,370.0,Electronics,Rejected,2022-02-05 20:18:19.374217,0.315
PKB10438,34.0,Male,Peshawar,Hayatabad,Salaried,,Personal Loan,190000.0,48,14.33,5224.0,570.0,Home Renovation,Rejected,2021-08-20 13:32:48.961201,0.774
PKB10439,49.0,Male,Faisalabad,Peoples Colony,Business Owner,82000.0,Home Loan,980000.0,24,19.05,49424.0,728.0,Education,Approved,2022-07-04 08:48:03.604505,7.233
PKB10440,26.0,Male,Karachi,DHA,Self-Employed,103000.0,Home Loan,590000.0,84,15.04,11398.0,455.0,Electronics,Rejected,2022-09-12 15:13:44.530663,1.328
PKB10441,34.0,Male,Karachi,Gulshan,Self-Employed,190000.0,Home Loan,1090000.0,120,19.22,20504.0,507.0,Wedding,Rejected,2022-10-01 19:09:50.237797,1.295
PKB10442,38.0,Male,hyderabad,Qasimabad,Self-Employed,42000.0,Auto Loan,1480000.0,60,16.28,,645.0,Medical,Approved,2022-10-28 22:44:18.322903,10.346
PKB10443,,Female,Lahore,DHA,Salaried,130000.0,Business Loan,260000.0,36,13.12,8775.0,864.0,Medical,Approved,2023-10-07 07:14:20.575719,0.81
PKB10444,53.0,Female,lahore,Johar Town,Salaried,60000.0,Business Loan,1480000.0,48,19.43,44589.0,,Home Renovation,Rejected,2023-08-06 00:27:02.027534,8.918
PKB10445,50.0,Male,Peshawar,Hayatabad,Salaried,138000.0,Personal Loan,730000.0,48,11.72,19123.0,487.0,Business Expansion,Rejected,2021-07-19 14:59:19.449311,1.663
PKB10446,24.0,Male,sialkot,Cantt,Self-Employed,73000.0,Personal Loan,1880000.0,84,11.53,32716.0,652.0,Business Expansion,Defaulted,2023-02-22 12:40:33.041301,5.378
PKB10447,61.0,Male,Hyderabad,Auto Bhan,Salaried,25000.0,Home Loan,630000.0,24,15.31,,734.0,Wedding,Approved,2022-08-26 01:37:19.299123,14.707
PKB10448,55.0,Female,Multan,Cantt,Salaried,123000.0,Education Loan,520000.0,12,12.02,46206.0,560.0,Medical,Rejected,2024-01-12 17:14:29.586983,4.508
PKB10449,61.0,Male,Lahore,Johar Town,Freelancer,123000.0,Business Loan,740000.0,36,8.62,23401.0,465.0,Home Renovation,Rejected,2024-05-27 11:06:50.012515,2.283
PKB10450,48.0,Female,Karachi,DHA,Salaried,70000.0,Business Loan,780000.0,48,17.25,22608.0,661.0,Home Renovation,Approved,2024-05-29 01:26:30.488110,3.876
PKB10451,34.0,Male,Multan,Cantt,Business Owner,67000.0,Home Loan,460000.0,24,15.4,22391.0,678.0,Electronics,Rejected,2022-03-16 04:10:30.788485,4.01
PKB10452,54.0,Male,Islamabad,F-10,Government,45000.0,Home Loan,520000.0,60,14.51,12237.0,788.0,Electronics,Approved,2021-12-31 02:45:48.435544,3.263
PKB10453,27.0,Female,Lahore,DHA,Salaried,157000.0,Home Loan,310000.0,48,21.55,9691.0,682.0,Home Renovation,Closed,2022-05-11 01:39:07.434292,0.741
PKB10454,45.0,Male,Quetta,Jinnah Road,Salaried,,Personal Loan,540000.0,24,16.21,26494.0,698.0,Electronics,Defaulted,2021-07-30 19:17:02.778473,1.892
PKB10455,40.0,Male,Karachi,Clifton,Salaried,58000.0,Personal Loan,1170000.0,12,20.16,108472.0,595.0,Education,Rejected,2023-07-09 20:52:33.942428,22.442
